,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Gulf of Maine Draft WEA 4,157800,234519.94846439338,251363.21489239862,2041-01-01 00:00:00,2049-10-02 16:00:00,2051-09-04 12:00:00,semisub,800,NH,searsport_2,1424,False,2042-01-01 00:00:00
1,1,Hypothetical Gulf of Maine Draft WEA 3,157800,227234.89031199968,244046.8535853984,2041-01-01 00:00:00,2048-12-03 03:00:00,2050-11-03 15:00:00,semisub,800,ME,salem,1424,False,2042-01-01 00:00:00
2,2,Hypothetical Gulf of Maine Draft WEA 2,157800,218175.18203638814,234519.94846439338,2041-01-01 00:00:00,2047-11-21 16:00:00,2049-10-02 16:00:00,semisub,800,ME,searsport_1,1424,False,2042-01-01 00:00:00
3,3,Hypothetical NY Bight Floating 1,149016,206548.564437181,227234.89031199968,2040-01-01 00:00:00,2046-07-25 05:00:00,2048-12-03 03:00:00,semisub,800,NY,sbmt,1800,False,2041-01-01 00:00:00
4,4,Hypothetical Central Atlantic Draft WEA 6,149016,201616.41076699528,218175.18203638814,2040-01-01 00:00:00,2045-12-31 17:00:00,2047-11-21 16:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
5,5,Hypothetical NE Floating 3,149016,188866.33837585166,206548.564437181,2040-01-01 00:00:00,2044-07-18 11:00:00,2046-07-25 05:00:00,semisub,800,RI,new_london_1,1500,False,2041-01-01 00:00:00
6,6,Hypothetical NE Floating 1,140256,180450.34410608414,201616.41076699528,2039-01-01 00:00:00,2043-08-02 19:00:00,2045-12-31 17:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
7,7,Hypothetical Central Atlantic Draft WEA 4,140256,188546.9647422732,200659.006604114,2039-01-01 00:00:00,2044-07-05 03:00:00,2045-11-21 20:00:00,monopile,40,MD,tradepoint_2,1273,False,2040-01-01 00:00:00
8,8,Hypothetical Central Atlantic Draft WEA 2,140256,180595.4195413777,194402.56917657034,2039-01-01 00:00:00,2043-08-08 20:00:00,2045-03-06 03:00:00,monopile,40,DE,tradepoint_1,1273,False,2040-01-01 00:00:00
9,9,Hypothetical NY Bight Fixed 2,140256,179830.25293293755,193044.41239981007,2039-01-01 00:00:00,2043-07-07 23:00:00,2045-01-08 13:00:00,monopile,40,NJ,njwp_1,1500,False,2040-01-01 00:00:00
10,10,Hypothetical Gulf of Maine Draft WEA 1,140256,172098.57194784642,188866.33837585166,2039-01-01 00:00:00,2042-08-19 19:00:00,2044-07-18 11:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
11,11,Hypothetical NY Bight Fixed 1,131496,178622.82767545967,188546.9647422732,2038-01-01 00:00:00,2043-05-18 15:00:00,2044-07-05 03:00:00,monopile,40,NY,sbmt,1500,False,2039-01-01 00:00:00
12,12,Hypothetical Central Atlantic WEA 6,131496,172902.23012848914,180595.4195413777,2038-01-01 00:00:00,2042-09-22 07:00:00,2043-08-08 20:00:00,monopile,40,MD,tradepoint_1,713,False,2039-01-01 00:00:00
13,13,Hypothetical Central Atlantic Draft WEA 3,140256,163573.6825124326,180450.34410608414,2039-01-01 00:00:00,2041-08-29 14:00:00,2043-08-02 19:00:00,semisub,800,NC,portsmouth_2,1428,False,2040-01-01 00:00:00
14,14,Hypothetical NE Fixed 1,131496,169520.87353669017,179830.25293293755,2038-01-01 00:00:00,2042-05-04 09:00:00,2043-07-07 23:00:00,monopile,40,MA,new_bedford,1500,False,2039-01-01 00:00:00
15,15,Hypothetical Central Atlantic Draft WEA 8,131496,167841.35308956297,178622.82767545967,2038-01-01 00:00:00,2042-02-23 10:00:00,2043-05-18 15:00:00,monopile,40,NC,portsmouth_1,1273,False,2039-01-01 00:00:00
16,16,Hypothetical Central Atlantic WEA 3,131496,158918.45762229286,172902.23012848914,2038-01-01 00:00:00,2041-02-16 15:00:00,2042-09-22 07:00:00,monopile,40,MD,tradepoint_1,1607,False,2039-01-01 00:00:00
17,17,Hypothetical Gulf of Maine Draft WEA 7,131496,155876.69063911654,172098.57194784642,2038-01-01 00:00:00,2040-10-12 21:00:00,2042-08-19 19:00:00,semisub,800,MA,searsport_1,1424,False,2039-01-01 00:00:00
18,18,Atlantic Shores Offshore Wind Bight,122736,158490.050851634,169520.87353669017,2037-01-01 00:00:00,2041-01-29 19:00:00,2042-05-04 09:00:00,monopile,40,NY,njwp_1,1284,False,2038-01-01 00:00:00
19,19,Hypothetical NE Fixed 2,113952,155076.79219850755,167841.35308956297,2036-01-01 00:00:00,2040-09-09 13:00:00,2042-02-23 10:00:00,monopile,40,RI,new_london_1,1500,False,2037-01-01 00:00:00
20,20,Hypothetical Central Atlantic Draft WEA 5,131496,147119.41124303974,163573.6825124326,2038-01-01 00:00:00,2039-10-14 00:00:00,2041-08-29 14:00:00,semisub,800,MD,tradepoint_2,1428,False,2039-01-01 00:00:00
21,21,Hypothetical Central Atlantic WEA 5,113952,153936.1997678269,158918.45762229286,2036-01-01 00:00:00,2040-07-24 01:00:00,2041-02-16 15:00:00,monopile,40,MD,tradepoint_1,713,False,2037-01-01 00:00:00
22,22,Ocean Wind 2,105192,148778.81420186072,158490.050851634,2035-01-01 00:00:00,2039-12-22 03:00:00,2041-01-29 19:00:00,monopile,40,NJ,njwp_2,1148,False,2036-01-01 00:00:00
23,23,Hypothetical Gulf of Maine Draft WEA 6,122736,139655.80933038666,155876.69063911654,2037-01-01 00:00:00,2038-12-07 00:00:00,2040-10-12 21:00:00,semisub,800,MA,searsport_2,1424,False,2038-01-01 00:00:00
