,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Gulf of Maine Draft WEA 4,157800,234373.5585037304,251362.32493173564,2041-01-01 00:00:00,2049-09-26 14:00:00,2051-09-04 11:00:00,semisub,800,NH,searsport_2,1424,False,2042-01-01 00:00:00
1,1,Hypothetical Gulf of Maine Draft WEA 3,157800,232125.5616146328,249259.02488803153,2041-01-01 00:00:00,2049-06-24 22:00:00,2051-06-08 20:00:00,semisub,800,ME,salem,1424,False,2042-01-01 00:00:00
2,2,Hypothetical Gulf of Maine Draft WEA 2,157800,217945.29207572516,234373.5585037304,2041-01-01 00:00:00,2047-11-12 02:00:00,2049-09-26 14:00:00,semisub,800,ME,searsport_1,1424,False,2042-01-01 00:00:00
3,3,Hypothetical NY Bight Floating 1,149016,211301.73573981412,232125.5616146328,2040-01-01 00:00:00,2047-02-08 06:00:00,2049-06-24 22:00:00,semisub,800,NY,sbmt,1800,False,2041-01-01 00:00:00
4,4,Hypothetical Central Atlantic Draft WEA 6,149016,201443.5208063323,217945.29207572516,2040-01-01 00:00:00,2045-12-24 12:00:00,2047-11-12 02:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
5,5,Hypothetical NE Floating 3,149016,193748.00967848478,211301.73573981412,2040-01-01 00:00:00,2045-02-06 21:00:00,2047-02-08 06:00:00,semisub,800,RI,new_london_1,1500,False,2041-01-01 00:00:00
6,6,Hypothetical NE Floating 1,140256,180223.95414542116,201443.5208063323,2039-01-01 00:00:00,2043-07-24 08:00:00,2045-12-24 12:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
7,7,Hypothetical Gulf of Maine Draft WEA 1,140256,177057.74325047954,193748.00967848478,2039-01-01 00:00:00,2043-03-14 10:00:00,2045-02-06 21:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
8,8,Hypothetical Central Atlantic Draft WEA 3,140256,163409.7925517696,180223.95414542116,2039-01-01 00:00:00,2041-08-22 18:00:00,2043-07-24 08:00:00,semisub,800,NC,portsmouth_2,1428,False,2040-01-01 00:00:00
9,9,Hypothetical Central Atlantic Draft WEA 5,131496,159901.47198108668,177057.74325047954,2038-01-01 00:00:00,2041-03-29 14:00:00,2043-03-14 10:00:00,semisub,800,MD,tradepoint_2,1428,False,2039-01-01 00:00:00
