,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Gulf of Maine Draft WEA 4,157800,210670.1028795081,223419.36930751335,2041-01-01 00:00:00,2047-01-12 23:00:00,2048-06-27 04:00:00,semisub,800,NH,searsport_2,1424,False,2042-01-01 00:00:00
1,1,Hypothetical Gulf of Maine Draft WEA 3,157800,204467.8178881088,216980.78116150753,2041-01-01 00:00:00,2046-04-29 12:00:00,2047-10-02 21:00:00,semisub,800,ME,salem,1424,False,2042-01-01 00:00:00
2,2,Hypothetical Gulf of Maine Draft WEA 2,157800,197920.33645150287,210670.1028795081,2041-01-01 00:00:00,2045-07-30 17:00:00,2047-01-12 23:00:00,semisub,800,ME,searsport_1,1424,False,2042-01-01 00:00:00
3,3,Hypothetical NY Bight Floating 1,149016,188149.99201329012,204467.8178881088,2040-01-01 00:00:00,2044-06-18 14:00:00,2046-04-29 12:00:00,semisub,800,NY,sbmt,1800,False,2041-01-01 00:00:00
4,4,Hypothetical Central Atlantic Draft WEA 6,149016,185265.56518211,197920.33645150287,2040-01-01 00:00:00,2044-02-19 10:00:00,2045-07-30 17:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
5,5,Hypothetical NE Floating 3,149016,174723.26595196078,188149.99201329012,2040-01-01 00:00:00,2042-12-07 04:00:00,2044-06-18 14:00:00,semisub,800,RI,new_london_1,1500,False,2041-01-01 00:00:00
6,6,Hypothetical NE Floating 1,140256,169121.99852119887,185265.56518211,2039-01-01 00:00:00,2042-04-17 18:00:00,2044-02-19 10:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
7,7,Hypothetical Central Atlantic Draft WEA 4,140256,169983.94884429395,179188.32689510117,2039-01-01 00:00:00,2042-05-23 16:00:00,2043-06-11 05:00:00,monopile,40,MD,tradepoint_2,1273,False,2040-01-01 00:00:00
8,8,Hypothetical NY Bight Fixed 2,140256,165454.45365866856,177987.02887954804,2039-01-01 00:00:00,2041-11-15 23:00:00,2043-04-22 04:00:00,monopile,40,NJ,njwp_1,1500,False,2040-01-01 00:00:00
9,9,Hypothetical Central Atlantic Draft WEA 2,140256,165526.94629653246,177319.74579650283,2039-01-01 00:00:00,2041-11-18 23:00:00,2043-03-25 08:00:00,monopile,40,DE,tradepoint_1,1273,False,2040-01-01 00:00:00
10,10,Hypothetical Gulf of Maine Draft WEA 1,140256,162213.49952395554,174723.26595196078,2039-01-01 00:00:00,2041-07-03 22:00:00,2042-12-07 04:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
11,11,Hypothetical NY Bight Fixed 1,131496,161655.22665781743,169983.94884429395,2038-01-01 00:00:00,2041-06-10 16:00:00,2042-05-23 16:00:00,monopile,40,NY,sbmt,1500,False,2039-01-01 00:00:00
12,12,Hypothetical NE Fixed 1,131496,156378.41035419487,169121.99852119887,2038-01-01 00:00:00,2040-11-02 19:00:00,2042-04-17 18:00:00,gbf,40,MA,new_bedford,1500,False,2039-01-01 00:00:00
13,13,Hypothetical Central Atlantic Draft WEA 8,131496,156524.15181626126,165526.94629653246,2038-01-01 00:00:00,2040-11-08 21:00:00,2041-11-18 23:00:00,monopile,40,NC,portsmouth_1,1273,False,2039-01-01 00:00:00
14,14,Hypothetical Central Atlantic WEA 6,131496,161857.02879243717,165454.45365866856,2038-01-01 00:00:00,2041-06-19 02:00:00,2041-11-15 23:00:00,monopile,40,MD,tradepoint_1,713,False,2039-01-01 00:00:00
15,15,Hypothetical Central Atlantic Draft WEA 3,140256,149584.837930304,162213.49952395554,2039-01-01 00:00:00,2040-01-24 17:00:00,2041-07-03 22:00:00,semisub,800,NC,portsmouth_2,1428,False,2040-01-01 00:00:00
16,16,Hypothetical Central Atlantic WEA 3,131496,152433.08334959566,161857.02879243717,2038-01-01 00:00:00,2040-05-22 10:00:00,2041-06-19 02:00:00,monopile,40,MD,tradepoint_1,1607,False,2039-01-01 00:00:00
17,17,Hypothetical NE Fixed 2,113952,146688.36192233386,161655.22665781743,2036-01-01 00:00:00,2039-09-26 01:00:00,2041-06-10 16:00:00,jacket,40,RI,new_london_1,1500,False,2037-01-01 00:00:00
18,18,Atlantic Shores Offshore Wind Bight,122736,147452.8966008601,156524.15181626126,2037-01-01 00:00:00,2039-10-27 21:00:00,2040-11-08 21:00:00,monopile,40,NY,njwp_1,1284,False,2038-01-01 00:00:00
19,19,Hypothetical Gulf of Maine Draft WEA 7,131496,144009.529045465,156378.41035419487,2038-01-01 00:00:00,2039-06-06 10:00:00,2040-11-02 19:00:00,semisub,800,MA,searsport_1,1424,False,2039-01-01 00:00:00
20,20,Vineyard Northeast,96432,126934.97086094265,152433.08334959566,2034-01-01 00:00:00,2037-06-24 23:00:00,2040-05-22 10:00:00,jacket,40,MA,new_bedford,2600,False,2035-01-01 00:00:00
21,21,Hypothetical Central Atlantic Draft WEA 5,131496,136728.06666091114,149584.837930304,2038-01-01 00:00:00,2038-08-07 01:00:00,2040-01-24 17:00:00,semisub,800,MD,tradepoint_2,1428,False,2039-01-01 00:00:00
22,22,Ocean Wind 2,105192,138997.81850594914,147452.8966008601,2035-01-01 00:00:00,2038-11-09 14:00:00,2039-10-27 21:00:00,monopile,40,NJ,njwp_2,1148,False,2036-01-01 00:00:00
23,23,Hypothetical Central Atlantic WEA 5,113952,142899.17999893226,146688.36192233386,2036-01-01 00:00:00,2039-04-21 04:00:00,2039-09-26 01:00:00,monopile,40,MD,tradepoint_1,713,False,2037-01-01 00:00:00
24,24,Hypothetical Gulf of Maine Draft WEA 6,122736,131255.14773673512,144009.529045465,2037-01-01 00:00:00,2037-12-22 00:00:00,2039-06-06 10:00:00,semisub,800,MA,searsport_2,1424,False,2038-01-01 00:00:00
25,25,Hypothetical Central Atlantic WEA  2,105192,137451.99563511272,142899.17999893226,2035-01-01 00:00:00,2038-09-06 04:00:00,2039-04-21 04:00:00,monopile,40,VA,portsmouth_1,927,False,2036-01-01 00:00:00
26,26,Garden State Offshore Energy I,105192,131151.64513058224,138997.81850594914,2035-01-01 00:00:00,2037-12-17 16:00:00,2038-11-09 14:00:00,monopile,40,NJ,njwp_1,1080,False,2036-01-01 00:00:00
